"Sample ID","Species","Data source","Biosample type","Tissue type","Biosample name"
"Sample_02_0849","Human","NCBI GEO/SRA","Induced pluripotent stem cell","iPSCs","iPSC_CBP-30"
"Sample_02_0850","Human","NCBI GEO/SRA","Cell line","Mammary gland","MCF7L-P_FOXA1-Dox"
"Sample_02_0851","Human","NCBI GEO/SRA","Cell line","Mammary gland","MCF7L-P_FOXA1+Dox"
"Sample_02_0852","Human","NCBI GEO/SRA","Cell line","Mammary gland","MCF7L-P"
"Sample_02_0853","Human","NCBI GEO/SRA","Cell line","Mammary gland","MCF7L-TamR"
"Sample_02_0854","Human","NCBI GEO/SRA","Primary cell","Glioblastoma","Glioblastoma neurosphere cell_HF-2354"
"Sample_02_0855","Human","NCBI GEO/SRA","Primary cell","Glioblastoma","Glioblastoma neurosphere cell_HF-2927"
"Sample_02_0856","Human","NCBI GEO/SRA","Primary cell","Glioblastoma","Glioblastoma neurosphere cell_HF-3016"
"Sample_02_0857","Human","NCBI GEO/SRA","Primary cell","Glioblastoma","Glioblastoma neurosphere cell_HF-3035"
"Sample_02_0858","Human","NCBI GEO/SRA","Primary cell","Glioblastoma","Glioblastoma neurosphere cell_HF-3177"
"Sample_02_0859","Human","NCBI GEO/SRA","Cell line","Prostate","PC3"
"Sample_02_0860","Human","NCBI GEO/SRA","Induced pluripotent stem cell line","iPSCs","SAH_SMARCB1_K364del/+"
"Sample_02_0861","Human","NCBI GEO/SRA","Induced pluripotent stem cell line","iPSCs","SAH_WT"
"Sample_02_0862","Human","NCBI GEO/SRA","Cell line","Malignant rhaboid tumor","TTC1240_SMARCB1 FL"
"Sample_02_0863","Human","NCBI GEO/SRA","Cell line","Malignant rhaboid tumor","TTC1240_empty"
"Sample_02_0864","Human","NCBI GEO/SRA","Cell line","Malignant rhaboid tumor","TTC1240_SMARCB1_K364del"
"Sample_02_0865","Human","NCBI GEO/SRA","Cell line","Malignant rhaboid tumor","TTC1240_SMARCB1_R377H"
"Sample_02_0866","Human","NCBI GEO/SRA","Cell line","Malignant rhaboid tumor","TTC1240_SMARCB1_delCC"
"Sample_02_0867","Human","NCBI GEO/SRA","Stem cell","Bone marrow","Bone marrow derived hMSC_d0"
"Sample_02_0868","Human","NCBI GEO/SRA","Stem cell","Bone marrow","Bone marrow derived hMSC_d10"
"Sample_02_0869","Human","NCBI GEO/SRA","Cell line","Fibroblast","VH10_NO_UV"
"Sample_02_0870","Human","NCBI GEO/SRA","Cell line","Colon","HCT116_GLIS2.1-DMSO"
"Sample_02_0871","Human","NCBI GEO/SRA","Cell line","Colon","HCT116_GLIS2.2-DMSO"
"Sample_02_0872","Human","NCBI GEO/SRA","Cell line","Colon","HCT116_siCtrl-5FU"
"Sample_02_0873","Human","NCBI GEO/SRA","Cell line","Colon","HCT116_siGLIS2.1-5FU"
"Sample_02_0874","Human","NCBI GEO/SRA","Cell line","Colon","HCT116_siGLIS2.2-5FU"
"Sample_02_0875","Human","NCBI GEO/SRA","Primary cell","Peripheral blood","Peripheral blood-derived mast cells"
"Sample_02_0876","Human","NCBI GEO/SRA","Primary cell","Muscle","SMS-CTR_CASZ1b_Ctrl"
"Sample_02_0877","Human","NCBI GEO/SRA","Primary cell","Muscle","SMS-CTR_CASZ1b_Dox"
"Sample_02_0878","Human","NCBI GEO/SRA","Primary cell","Ovary","SVOG3e cells_noDox_control"
"Sample_02_0879","Human","NCBI GEO/SRA","Primary cell","Ovary","SVOG3e cells_Dox_12h_control"
"Sample_02_0880","Human","NCBI GEO/SRA","Primary cell","Ovary","SVOG3e cells_noDox_transduced_V5-FOXL2_WT"
"Sample_02_0881","Human","NCBI GEO/SRA","Primary cell","Ovary","SVOG3e cells_Dox_12h_transduced_V5-FOXL2_WT"
"Sample_02_0882","Human","NCBI GEO/SRA","Primary cell","Ovary","SVOG3e_cells_noDox_transduced with V5-FOXL2 C134W"
"Sample_02_0883","Human","NCBI GEO/SRA","Primary cell","Ovary","SVOG3e_cells_Dox_12h_transduced with V5-FOXL2 C134W"
"Sample_02_0884","Human","NCBI GEO/SRA","Cell line","Colon","LoVo"
"Sample_02_0885","Human","NCBI GEO/SRA","Cell line","Blood","NALM6_2"
"Sample_02_0886","Human","NCBI GEO/SRA","Primary cell","Skin","foreskin_ p63KLF4"
"Sample_02_0887","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_LV1121"
"Sample_02_0888","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_LV1160"
"Sample_02_0889","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_LV1183"
"Sample_02_0890","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_LV1200"
"Sample_02_0891","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_LV1202"
"Sample_02_0892","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_LV1215"
"Sample_02_0893","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_LV1226"
"Sample_02_0894","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_LV1248"
"Sample_02_0895","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_LV1259"
"Sample_02_0896","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_LV1294"
"Sample_02_0897","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_LV1325"
"Sample_02_0898","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_LV1356"
"Sample_02_0899","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_LV1400"
"Sample_02_0900","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_LV1452"
"Sample_02_0901","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_LV1471"
"Sample_02_0902","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_LV1558"
"Sample_02_0903","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_DCM_LV1009"
"Sample_02_0904","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_DCM_LV1028"
"Sample_02_0905","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_DCM_LV1033"
"Sample_02_0906","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_DCM_LV1072"
"Sample_02_0907","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_DCM_LV1223"
"Sample_02_0908","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_DCM_LV1262"
"Sample_02_0909","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_DCM_LV1264"
"Sample_02_0910","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_DCM_LV1275"
"Sample_02_0911","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_DCM_LV1290"
"Sample_02_0912","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_DCM_LV1300"
"Sample_02_0913","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_DCM_LV1304"
"Sample_02_0914","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_DCM_LV1342"
"Sample_02_0915","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_DCM_LV1371"
"Sample_02_0916","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_DCM_LV1392"
"Sample_02_0917","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_DCM_LV1433"
"Sample_02_0918","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_DCM_LV1437"
"Sample_02_0919","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_DCM_LV1532"
"Sample_02_0920","Human","NCBI GEO/SRA","Tissue","Heart","left ventricle_DCM_LV1535"
"Sample_02_0921","Human","NCBI GEO/SRA","Tissue","Heart","embryonic heart_CS22"
"Sample_02_0922","Human","NCBI GEO/SRA","Tissue","Heart","fetal heart_PCW10_12434"
"Sample_02_0923","Human","NCBI GEO/SRA","Tissue","Heart","fetal heart_PCW10_12522"
"Sample_02_0924","Human","NCBI GEO/SRA","Tissue","Heart","fetal heart_PCW10_12569"
"Sample_02_0925","Human","NCBI GEO/SRA","Tissue","Heart","fetal heart_PCW17_12570"
"Sample_02_0926","Human","NCBI GEO/SRA","Cell line","Blood","NB4_1"
"Sample_02_0927","Human","NCBI GEO/SRA","Primary cell","Peripheral blood","neutrophils_US"
"Sample_02_0928","Human","NCBI GEO/SRA","Primary cell","Peripheral blood","neutrophils_Ecoli"
"Sample_02_0929","Human","NCBI GEO/SRA","Primary cell","Mid-gestation placenta","trophoblast__CytT"
"Sample_02_0930","Human","NCBI GEO/SRA","Primary cell","Mid-gestation placenta","trophoblast__SynT"
"Sample_02_0931","Human","NCBI GEO/SRA","Stem cell","Embryo","H9 UTXKO"
"Sample_02_0932","Human","NCBI GEO/SRA","Stem cell","Embryo","H9 WT_1"
"Sample_02_0933","Human","NCBI GEO/SRA","Stem cell","Embryo","H7 UTXKO"
"Sample_02_0934","Human","NCBI GEO/SRA","Stem cell","Embryo","H7-WT"
"Sample_02_0935","Human","NCBI GEO/SRA","Tissue","Retinal Pigmented Epithelial","RPE188_Con"
"Sample_02_0936","Human","NCBI GEO/SRA","Tissue","Retinal Pigmented Epithelial","RPE188_TnT"
"Sample_02_0937","Human","NCBI GEO/SRA","Primary cell","Retinal Pigmented Epithelial","RPE190_Con"
"Sample_02_0938","Human","NCBI GEO/SRA","Primary cell","Retinal Pigmented Epithelial","RPE190_TnT"
"Sample_02_0939","Human","NCBI GEO/SRA","Cell line","Mammary gland","MDA-MB-231_control"
"Sample_02_0940","Human","NCBI GEO/SRA","Cell line","Brain","U87"
"Sample_02_0941","Human","NCBI GEO/SRA","Cell line","Brain","T98G"
"Sample_02_0942","Human","NCBI GEO/SRA","Cell line","Brain","LN229"
"Sample_02_0943","Human","NCBI GEO/SRA","Cell line","Brain","LNZ308"
"Sample_02_0944","Human","NCBI GEO/SRA","Cell line","Brain","TS576"
"Sample_02_0945","Human","NCBI GEO/SRA","Cell line","Brain","SF767"
"Sample_02_0946","Human","NCBI GEO/SRA","Cell line","Tongue","HN12"
"Sample_02_0947","Human","NCBI GEO/SRA","Cell line","Tongue","Cal27"
"Sample_02_0948","Human","NCBI GEO/SRA","Cell line","Pharyng","Detroit562"
"Sample_02_0949","Human","NCBI GEO/SRA","Primary cell","Umbilical artery","HUAEC_WT"
"Sample_02_0950","Human","NCBI GEO/SRA","Primary cell","Umbilical vein","HUVEC_WT"
"Sample_02_0951","Human","NCBI GEO/SRA","Stem cell","HMSCs","hMSCs"
"Sample_02_0952","Human","NCBI GEO/SRA","Stem cell","Chondrocytes","hMSCs differentiated chondrocytes"
"Sample_02_0953","Human","NCBI GEO/SRA","Primary cell","Brain","H3.3K27M_1840"
"Sample_02_0954","Human","NCBI GEO/SRA","Primary cell","Brain","H3.3K27WT_2192"
"Sample_02_0955","Human","NCBI GEO/SRA","Primary cell","Brain","IDH1_2469"
"Sample_02_0956","Human","NCBI GEO/SRA","Primary cell","Brain","IDH1_2658"
"Sample_02_0957","Human","NCBI GEO/SRA","Primary cell","Brain","429_Tumor_H3.3K27WT"
"Sample_02_0958","Human","NCBI GEO/SRA","Primary cell","Brain","H3.3K27M_Tumor_BT245-X0-2-Rx_xenograft"
"Sample_02_0959","Human","NCBI GEO/SRA","Cell line","Brain","H3.3K27M_BT245p6_cells"
"Sample_02_0960","Human","NCBI GEO/SRA","Cell line","Brain","H3.3K27M_Tumor-derived cell-line_BT869p21-Rx_cells"
"Sample_02_0961","Human","NCBI GEO/SRA","Cell line","Brain","H3.3K27M_Tumor-derived cell-line_DIPGVI_c27_cells"
"Sample_02_0962","Human","NCBI GEO/SRA","Cell line","Brain","H3.3K27M_Tumor-derived cell-line_DIPGXIIIp11_cells"
"Sample_02_0963","Human","NCBI GEO/SRA","Cell line","Brain","H3.3K27M_Tumor-derived cell-line_G477p6_cells"
"Sample_02_0964","Human","NCBI GEO/SRA","Cell line","Brain","H3.3K27M_HSJ019-Tumor-Rx_brain"
"Sample_02_0965","Human","NCBI GEO/SRA","Cell line","Brain","H3.3K27M_HSJ031-C3-Rx_cells"
"Sample_02_0966","Human","NCBI GEO/SRA","Cell line","Brain","H3.3K27M_JN29-BS3"
"Sample_02_0967","Human","NCBI GEO/SRA","Cell line","Brain","H3.3K27M_JN57"
"Sample_02_0968","Human","NCBI GEO/SRA","Cell line","Brain","H3.3K27M_pcGBM2p18_cells"
"Sample_02_0969","Human","NCBI GEO/SRA","Cell line","Brain","H3.3K27M_PL637"
"Sample_02_0970","Human","NCBI GEO/SRA","Cell line","Brain","H3.3K27M_XHSJ019-X1-1-Rx_xenograft"
"Sample_02_0971","Human","NCBI GEO/SRA","Cell line","Brain","H3.3K27M_XPS124018_xenograft"
"Sample_02_0972","Human","NCBI GEO/SRA","Cell line","Brain","H3.3K27M-KO_BT245-D2p8-Rx_R1_cells"
"Sample_02_0973","Human","NCBI GEO/SRA","Cell line","Brain","H3.3K27M-KO_BT245-c4p6-Rx_R2_cells"
"Sample_02_0974","Human","NCBI GEO/SRA","Cell line","Brain","H3.3K27M-KO_DIPGXIII-C14-nKO-Rx_PARENTAL_cells"
"Sample_02_0975","Human","NCBI GEO/SRA","Cell line","Brain","H3.3K27M-KO_DIPGXIII-c10p5-Rx_R2_cells"
"Sample_02_0976","Human","NCBI GEO/SRA","Cell line","Brain","H3.3K27M-KO_DIPGXIII-c5p5-Rx_R1_cells_h3k27ac"
"Sample_02_0977","Human","NCBI GEO/SRA","Primary cell","Brain","2089_H3.3K27WT"
"Sample_02_0978","Human","NCBI GEO/SRA","Primary cell","Brain","2168_IDH1"
"Sample_02_0979","Human","NCBI GEO/SRA","Primary cell","Brain","JN14-BS1_H3.3K27M"
"Sample_02_0980","Human","NCBI GEO/SRA","Cell line","Brain","BT245"
"Sample_02_0981","Human","NCBI GEO/SRA","Cell line","Brain","H3.3K27M-KO_BT245-C4P6"
"Sample_02_0982","Human","NCBI GEO/SRA","Cell line","Brain","H3.3K27M-KO_BT245-C2P3"
"Sample_02_0983","Human","NCBI GEO/SRA","Cell line","Brain","H3.3K27M_BT245-C1P5"
"Sample_02_0984","Human","NCBI GEO/SRA","Cell line","Brain","H3.3K27M-KO_DIPGXIII-C5P5"
"Sample_02_0985","Human","NCBI GEO/SRA","Cell line","Brain","H3.3K27M-DIPGXIII-C14"
"Sample_02_0986","Human","NCBI GEO/SRA","Cell line","Brain","H3.3K27M-KO_Tumor-derived cell-line"
"Sample_02_0987","Human","NCBI GEO/SRA","Cell line","Blood","K562_Control_1"
"Sample_02_0988","Human","NCBI GEO/SRA","Cell line","Blood","K562_EPZ"
"Sample_02_0989","Human","NCBI GEO/SRA","Tissue","Kidney","kidney cortex_WT"
"Sample_02_0990","Human","NCBI GEO/SRA","Cell line","Breast cancer brain metastatic variant","MDA-MB-231 BrM2"
"Sample_02_0991","Human","NCBI GEO/SRA","Cell line","Breast cancer cell line lung metastatic variant","MDA-MB-231 LM2"
"Sample_02_0992","Human","NCBI GEO/SRA","Cell line","Mammary gland","MDA-MB-231_Par"
"Sample_02_0993","Human","NCBI GEO/SRA","Cell line","Blood","MOLM-13_empty"
"Sample_02_0994","Human","NCBI GEO/SRA","Cell line","Blood","MOLM13_SIK3TQ"
"Sample_02_0995","Human","NCBI GEO/SRA","Cell line","Blood","MOLM-13_empty vector"
"Sample_02_0996","Human","NCBI GEO/SRA","Primary cell","iPSCs","iPSC Derived Cardiomyocytes_2N"
"Sample_02_0997","Human","NCBI GEO/SRA","Primary cell","iPSCs","iPSC Derived Cardiomyocytes_4N"
"Sample_02_0998","Human","NCBI GEO/SRA","Cell line","Lymphoma","OCI-LY1_DMSO"
"Sample_02_0999","Human","NCBI GEO/SRA","Cell line","Lymphoma","OCI-LY1_966"
"Sample_02_1000","Human","NCBI GEO/SRA","Tissue","Brain","Lateral temporal lobe_15T_Young"
"Sample_02_1001","Human","NCBI GEO/SRA","Tissue","Brain","Lateral temporal lobe_17T_Young"
"Sample_02_1002","Human","NCBI GEO/SRA","Tissue","Brain","Lateral temporal lobe_18T_Young"
"Sample_02_1003","Human","NCBI GEO/SRA","Tissue","Brain","Lateral temporal lobe_19T_Young"
"Sample_02_1004","Human","NCBI GEO/SRA","Tissue","Brain","Lateral temporal lobe_10T_Old"
"Sample_02_1005","Human","NCBI GEO/SRA","Tissue","Brain","Lateral temporal lobe_11T_Old"
"Sample_02_1006","Human","NCBI GEO/SRA","Tissue","Brain","Lateral temporal lobe_13T_Old"
"Sample_02_1007","Human","NCBI GEO/SRA","Tissue","Brain","Lateral temporal lobe_14T_Old"
"Sample_02_1008","Human","NCBI GEO/SRA","Tissue","Brain","Lateral temporal lobe_1T_AD"
"Sample_02_1009","Human","NCBI GEO/SRA","Tissue","Brain","Lateral temporal lobe_2T_AD"
"Sample_02_1010","Human","NCBI GEO/SRA","Tissue","Brain","Lateral temporal lobe_3T_AD"
"Sample_02_1011","Human","NCBI GEO/SRA","Tissue","Brain","Lateral temporal lobe_5T_AD"
"Sample_02_1012","Human","NCBI GEO/SRA","Tissue","Brain","Lateral temporal lobe_8T_AD"
"Sample_02_1013","Human","NCBI GEO/SRA","Tissue","Brain","Lateral temporal lobe_6T_AD"
"Sample_02_1014","Human","NCBI GEO/SRA","Tissue","Brain","Lateral temporal lobe_7T_AD"
"Sample_02_1015","Human","NCBI GEO/SRA","Stem cell","Embryo","H9_ Undifferentiated"
"Sample_02_1016","Human","NCBI GEO/SRA","Stem cell","Embryo","H9_Mesendoderm_24h"
"Sample_02_1017","Human","NCBI GEO/SRA","Stem cell","Embryo","H9_Mesendoderm 24h_Hydroxyurea"
"Sample_02_1018","Human","NCBI GEO/SRA","Primary cell","Erythroblast","CD34+ Hematopoietic stem/progenitor cells_12 days"
"Sample_02_1019","Human","NCBI GEO/SRA","Primary cell","Umbilical cord","HUDEP2_Day"
"Sample_02_1020","Human","NCBI GEO/SRA","Cell line","Mammary gland","SUM159"
"Sample_02_1021","Human","NCBI GEO/SRA","Cell line","Mammary gland","SUM159R"
"Sample_02_1022","Human","NCBI GEO/SRA","Cell line","Mammary gland","SUM159_WT"
"Sample_02_1023","Human","NCBI GEO/SRA","Cell line","Mammary gland","SUM159_BRD7_KO"
"Sample_02_1024","Human","NCBI GEO/SRA","Cell line","Prostate","PC3 cells"
"Sample_02_1025","Human","NCBI GEO/SRA","Cell line","Esophagus","KYSE150"
"Sample_02_1026","Human","NCBI GEO/SRA","Cell line","Esophagus","KYSE200"
"Sample_02_1027","Human","NCBI GEO/SRA","Cell line","Esophagus","KYSE180_1"
"Sample_02_1028","Human","NCBI GEO/SRA","Cell line","Blood","HL-60_WT"
"Sample_02_1029","Human","NCBI GEO/SRA","Cell line","Colon","HCT116"
"Sample_02_1030","Human","NCBI GEO/SRA","Cell line","Colon","DKO"
"Sample_02_1031","Human","NCBI GEO/SRA","Cell line","Head and neck","SCC1 contol"
"Sample_02_1032","Human","NCBI GEO/SRA","Cell line","Head and neck","SCC1 JQ1"
"Sample_02_1033","Human","NCBI GEO/SRA","Cell line","Haematopoietic and lymphoid tissue bone marrow","K562"
"Sample_02_1034","Human","NCBI GEO/SRA","Primary cell","Blood","AML cell"
"Sample_02_1035","Human","NCBI GEO/SRA","Cell line","Mammary gland","HCC70_Vehicle"
"Sample_02_1036","Human","NCBI GEO/SRA","Cell line","Mammary gland","HCC70_XY018"
"Sample_02_1037","Human","NCBI GEO/SRA","Cell line","Pharynx","FaDu Control"
"Sample_02_1038","Human","NCBI GEO/SRA","Cell line","Pharynx","FaDu LPS"
"Sample_02_1039","Human","NCBI GEO/SRA","Primary cell","Peripheral blood","CD4+ CD7- cells_CTCL1043"
"Sample_02_1040","Human","NCBI GEO/SRA","Primary cell","Peripheral blood","CD4+ cells_CTCL1126"
"Sample_02_1041","Human","NCBI GEO/SRA","Primary cell","Peripheral blood","CD4+ cells_CTCL1135"
"Sample_02_1042","Human","NCBI GEO/SRA","Primary cell","Peripheral blood","CD4+ cells_CTCL1137"
"Sample_02_1043","Human","NCBI GEO/SRA","Primary cell","Peripheral blood","Peripheral blood cells_CTCL1200"
"Sample_02_1044","Human","NCBI GEO/SRA","Primary cell","Peripheral blood","CD4+ cells_CTCL409"
"Sample_02_1045","Human","NCBI GEO/SRA","Primary cell","Peripheral blood","CD4+ CD7- cells_CTCL992"
"Sample_02_1046","Human","NCBI GEO/SRA","Primary cell","Peripheral blood","CD4+ cells_CTCL1145"
"Sample_02_1047","Human","NCBI GEO/SRA","Primary cell","Peripheral blood","CD4+ cells_CTCL1181"
"Sample_02_1048","Human","NCBI GEO/SRA","Primary cell","Peripheral blood","CD4+ cell_UNTREATED"
"Sample_02_1049","Human","NCBI GEO/SRA","Primary cell","Peripheral blood","CD4+ cell_ROMI"
"Sample_02_1050","Human","NCBI GEO/SRA","Cell line","Highly metastatic osteosarcoma","MG63-3_DMSO"
"Sample_02_1051","Human","NCBI GEO/SRA","Cell line","Esophagus","Eso26"
"Sample_02_1052","Human","NCBI GEO/SRA","Cell line","Esophagus","JH-EsoAd1"
"Sample_02_1053","Human","NCBI GEO/SRA","Cell line","Esophagus","OACM5.1"
"Sample_02_1054","Human","NCBI GEO/SRA","Cell line","Esophagus","SKGT4"
"Sample_02_1055","Human","NCBI GEO/SRA","Cell line","Esophagus","KYAE1"
"Sample_02_1056","Human","NCBI GEO/SRA","Cell line","Esophagus","ChTRT"
"Sample_02_1057","Human","NCBI GEO/SRA","Cell line","Esophagus","GihTRT"
"Sample_02_1058","Human","NCBI GEO/SRA","Cell line","Bone","A673_SA2 Rescue"
"Sample_02_1059","Human","NCBI GEO/SRA","Cell line","Bone","A673_WT"
"Sample_02_1060","Human","NCBI GEO/SRA","Cell line","Bone","TC71_SA2 KO"
"Sample_02_1061","Human","NCBI GEO/SRA","Cell line","Bone","TC71_WT"
"Sample_02_1062","Human","NCBI GEO/SRA","Primary cell","Glioma","TS543 glioma cells"
"Sample_02_1063","Human","NCBI GEO/SRA","Cell line","Brain","CLB-GA-control"
"Sample_02_1064","Human","NCBI GEO/SRA","Cell line","Brain","CLB-GA-Dinaciclib_8h"
"Sample_02_1065","Human","NCBI GEO/SRA","Cell line","Lymphoma","KARPAS-422_DMSO_8d"
"Sample_02_1066","Human","NCBI GEO/SRA","Cell line","Bone","U2-OS"
"Sample_02_1067","Human","NCBI GEO/SRA","Cell line","Bone","SJSA-1"
"Sample_02_1068","Human","NCBI GEO/SRA","Cell line","Brain","NGP_ctrl"
"Sample_02_1069","Human","NCBI GEO/SRA","Primary cell","Bone marrow","Bone marrow aspirate"
"Sample_02_1070","Human","NCBI GEO/SRA","Cell line","Blood","SupT1_WT"
"Sample_02_1071","Human","NCBI GEO/SRA","Cell line","Blood","Jurkat_WT"
"Sample_02_1072","Human","NCBI GEO/SRA","Cell line","Blood","Jurkat_LEDGIN"
"Sample_02_1073","Human","NCBI GEO/SRA","Stem cell","Keratinocyte","keratinocytes stem cell"
"Sample_02_1074","Human","NCBI GEO/SRA","Cell line","Lymphoma","BC-1"
"Sample_02_1075","Human","NCBI GEO/SRA","Cell line","Lymphoma","BC-3"
"Sample_02_1076","Human","NCBI GEO/SRA","Cell line","Mammary gland","MCF7_TET2WT-E2"
"Sample_02_1077","Human","NCBI GEO/SRA","Cell line","Mammary gland","MCF7_TET2KO-E2"
"Sample_02_1078","Human","NCBI GEO/SRA","Tissue","Muscle","RMS235_PAX3-NCOA1"
"Sample_02_1079","Human","NCBI GEO/SRA","Tissue","Muscle","RMS246_PAX3-NCOA1"
"Sample_02_1080","Human","NCBI GEO/SRA","Cell line","Muscle","JR1 shCtrl"
"Sample_02_1081","Human","NCBI GEO/SRA","Cell line","Muscle","CTR shCtrl"
"Sample_02_1082","Human","NCBI GEO/SRA","Tissue","Retina","retina"
"Sample_02_1083","Human","NCBI GEO/SRA","Tissue","Macula","macula"
"Sample_02_1084","Human","NCBI GEO/SRA","Primary cell","Blood","KBM7-derived near haploid cells"
"Sample_02_1085","Human","NCBI GEO/SRA","Cell line","Retinal Pigmented Epithelial","hTERT-RPE1"
"Sample_02_1086","Human","NCBI GEO/SRA","Cell line","Mammary gland","T47D_shCtrl_0hr"
"Sample_02_1087","Human","NCBI GEO/SRA","Cell line","Mammary gland","T47D_shCtrl_shRING1B_0"
"Sample_02_1088","Human","NCBI GEO/SRA","Cell line","Mammary gland","T47D_shCtrl_45min"
"Sample_02_1089","Human","NCBI GEO/SRA","Cell line","Mammary gland","T47D_shCtrl_shRING1B_45min"
"Sample_02_1090","Human","NCBI GEO/SRA","Cell line","Mammary gland","T47D_shCtrl_8hr"
"Sample_02_1091","Human","NCBI GEO/SRA","Cell line","Mammary gland","T47D_shCtrl_shRING1B_8hr"
"Sample_02_1092","Human","NCBI GEO/SRA","Cell line","Mammary gland","T47D_shCtrl_24hr"
